iso3c,country,year,gdp_pc_current_usd,health_exp_pct_gdp,htn_prevalence_pct,htn_treatment_pct
EGY,"Egypt, Arab Rep.",2019,3586.69,4.75,38.2,44.2
EGY,"Egypt, Arab Rep.",2019,3586.69,4.75,38.2,52.2
EGY,"Egypt, Arab Rep.",2019,3586.69,4.75,35.6,34.6
EGY,"Egypt, Arab Rep.",2019,3586.69,4.75,35.6,44.2
EGY,"Egypt, Arab Rep.",2019,3586.69,4.75,35.6,52.2
EGY,"Egypt, Arab Rep.",2019,3586.69,4.75,40.7,34.6
EGY,"Egypt, Arab Rep.",2019,3586.69,4.75,40.7,44.2
EGY,"Egypt, Arab Rep.",2019,3586.69,4.75,40.7,52.2
EGY,"Egypt, Arab Rep.",2020,3738.14,4.74,,
EGY,"Egypt, Arab Rep.",2021,3651.39,4.75,,
EGY,"Egypt, Arab Rep.",2022,3661.78,4.78,,
EGY,"Egypt, Arab Rep.",2023,3564.14,4.73,,
EGY,"Egypt, Arab Rep.",2024,3564.66,4.68,,
ESP,Spain,2015,29420.93,9.03,29.4,48.6
ESP,Spain,2015,29420.93,9.03,29.4,58.6
ESP,Spain,2015,29420.93,9.03,29.4,52.5
ESP,Spain,2015,29420.93,9.03,23.1,48.6
ESP,Spain,2015,29420.93,9.03,23.1,58.6
ESP,Spain,2015,29420.93,9.03,23.1,52.5
ESP,Spain,2015,29420.93,9.03,35.7,48.6
ESP,Spain,2015,29420.93,9.03,35.7,58.6
ESP,Spain,2015,29420.93,9.03,35.7,52.5
ESP,Spain,2016,31377.08,9.04,22.5,58.5
ESP,Spain,2016,31377.08,9.04,22.5,52.8
ESP,Spain,2016,31377.08,9.04,22.5,49.2
ESP,Spain,2016,31377.08,9.04,35.1,58.5
ESP,Spain,2016,31377.08,9.04,35.1,52.8
ESP,Spain,2016,31377.08,9.04,35.1,49.2
ESP,Spain,2016,31377.08,9.04,28.8,58.5
ESP,Spain,2016,31377.08,9.04,28.8,52.8
ESP,Spain,2016,31377.08,9.04,28.8,49.2
ESP,Spain,2017,30703.09,9.04,34.6,49.8
ESP,Spain,2017,30703.09,9.04,34.6,58.3
ESP,Spain,2017,30703.09,9.04,34.6,53.1
ESP,Spain,2017,30703.09,9.04,21.9,49.8
ESP,Spain,2017,30703.09,9.04,21.9,58.3
ESP,Spain,2017,30703.09,9.04,21.9,53.1
ESP,Spain,2017,30703.09,9.04,28.2,49.8
ESP,Spain,2017,30703.09,9.04,28.2,58.3
ESP,Spain,2017,30703.09,9.04,28.2,53.1
ESP,Spain,2018,30858.94,9.17,21.4,58.1
ESP,Spain,2018,30858.94,9.17,21.4,53.3
ESP,Spain,2018,30858.94,9.17,21.4,50.4
ESP,Spain,2018,30858.94,9.17,27.7,58.1
ESP,Spain,2018,30858.94,9.17,27.7,53.3
ESP,Spain,2018,30858.94,9.17,27.7,50.4
ESP,Spain,2018,30858.94,9.17,34.1,58.1
ESP,Spain,2018,30858.94,9.17,34.1,53.3
ESP,Spain,2018,30858.94,9.17,34.1,50.4
ESP,Spain,2019,30306.02,9.14,33.5,58.0
ESP,Spain,2019,30306.02,9.14,33.5,51.0
ESP,Spain,2019,30306.02,9.14,33.5,53.6
ESP,Spain,2019,30306.02,9.14,20.8,58.0
ESP,Spain,2019,30306.02,9.14,20.8,51.0
ESP,Spain,2019,30306.02,9.14,20.8,53.6
ESP,Spain,2019,30306.02,9.14,27.2,58.0
ESP,Spain,2019,30306.02,9.14,27.2,51.0
ESP,Spain,2019,30306.02,9.14,27.2,53.6
ESP,Spain,2020,30107.13,9.19,,
ESP,Spain,2021,30327.01,9.05,,
ESP,Spain,2022,29933.24,9.19,,
ESP,Spain,2023,31747.45,9.2,,
ESP,Spain,2024,30828.82,9.22,,
ETH,Ethiopia,2015,935.84,3.47,26.0,13.1
ETH,Ethiopia,2015,935.84,3.47,26.0,13.2
ETH,Ethiopia,2015,935.84,3.47,26.0,13.4
ETH,Ethiopia,2015,935.84,3.47,29.7,13.1
ETH,Ethiopia,2015,935.84,3.47,29.7,13.2
ETH,Ethiopia,2015,935.84,3.47,29.7,13.4
ETH,Ethiopia,2015,935.84,3.47,27.9,13.1
ETH,Ethiopia,2015,935.84,3.47,27.9,13.2
ETH,Ethiopia,2015,935.84,3.47,27.9,13.4
ETH,Ethiopia,2016,903.53,3.43,27.8,13.8
ETH,Ethiopia,2016,903.53,3.43,27.8,13.9
ETH,Ethiopia,2016,903.53,3.43,27.8,13.7
ETH,Ethiopia,2016,903.53,3.43,25.6,13.8
ETH,Ethiopia,2016,903.53,3.43,25.6,13.9
ETH,Ethiopia,2016,903.53,3.43,25.6,13.7
ETH,Ethiopia,2016,903.53,3.43,29.8,13.8
ETH,Ethiopia,2016,903.53,3.43,29.8,13.9
ETH,Ethiopia,2016,903.53,3.43,29.8,13.7
ETH,Ethiopia,2017,915.42,3.49,25.3,14.5
ETH,Ethiopia,2017,915.42,3.49,25.3,14.3
ETH,Ethiopia,2017,915.42,3.49,25.3,14.4
ETH,Ethiopia,2017,915.42,3.49,27.7,14.5
ETH,Ethiopia,2017,915.42,3.49,27.7,14.3
ETH,Ethiopia,2017,915.42,3.49,27.7,14.4
ETH,Ethiopia,2017,915.42,3.49,29.9,14.5
ETH,Ethiopia,2017,915.42,3.49,29.9,14.3
ETH,Ethiopia,2017,915.42,3.49,29.9,14.4
ETH,Ethiopia,2018,933.85,3.58,30.0,15.0
ETH,Ethiopia,2018,933.85,3.58,30.0,15.0
ETH,Ethiopia,2018,933.85,3.58,30.0,14.9
ETH,Ethiopia,2018,933.85,3.58,27.5,15.0
ETH,Ethiopia,2018,933.85,3.58,27.5,15.0
ETH,Ethiopia,2018,933.85,3.58,27.5,14.9
ETH,Ethiopia,2018,933.85,3.58,24.9,15.0
ETH,Ethiopia,2018,933.85,3.58,24.9,15.0
ETH,Ethiopia,2018,933.85,3.58,24.9,14.9
ETH,Ethiopia,2019,962.97,3.48,27.4,15.6
ETH,Ethiopia,2019,962.97,3.48,27.4,15.6
ETH,Ethiopia,2019,962.97,3.48,27.4,15.6
ETH,Ethiopia,2019,962.97,3.48,30.1,15.6
ETH,Ethiopia,2019,962.97,3.48,30.1,15.6
ETH,Ethiopia,2019,962.97,3.48,30.1,15.6
ETH,Ethiopia,2019,962.97,3.48,24.5,15.6
ETH,Ethiopia,2019,962.97,3.48,24.5,15.6
ETH,Ethiopia,2019,962.97,3.48,24.5,15.6
ETH,Ethiopia,2020,951.97,3.51,,
ETH,Ethiopia,2021,943.31,3.53,,
ETH,Ethiopia,2022,963.22,3.52,,
ETH,Ethiopia,2023,974.59,3.49,,
ETH,Ethiopia,2024,958.02,3.63,,
FRA,France,2015,40586.39,11.26,25.2,51.6
FRA,France,2015,40586.39,11.26,25.2,57.3
FRA,France,2015,40586.39,11.26,25.2,47.5
FRA,France,2015,40586.39,11.26,35.4,51.6
FRA,France,2015,40586.39,11.26,35.4,57.3
FRA,France,2015,40586.39,11.26,35.4,47.5
FRA,France,2015,40586.39,11.26,30.2,51.6
FRA,France,2015,40586.39,11.26,30.2,57.3
FRA,France,2015,40586.39,11.26,30.2,47.5
FRA,France,2016,42276.71,11.38,25.0,48.2
FRA,France,2016,42276.71,11.38,25.0,56.9
FRA,France,2016,42276.71,11.38,25.0,51.8
FRA,France,2016,42276.71,11.38,29.9,48.2
FRA,France,2016,42276.71,11.38,29.9,56.9
FRA,France,2016,42276.71,11.38,29.9,51.8
FRA,France,2016,42276.71,11.38,35.1,48.2
FRA,France,2016,42276.71,11.38,35.1,56.9
FRA,France,2016,42276.71,11.38,35.1,51.8
FRA,France,2017,42877.43,11.41,29.6,48.8
FRA,France,2017,42877.43,11.41,29.6,56.5
FRA,France,2017,42877.43,11.41,29.6,52.0
FRA,France,2017,42877.43,11.41,24.8,48.8
FRA,France,2017,42877.43,11.41,24.8,56.5
FRA,France,2017,42877.43,11.41,24.8,52.0
FRA,France,2017,42877.43,11.41,34.8,48.8
FRA,France,2017,42877.43,11.41,34.8,56.5
FRA,France,2017,42877.43,11.41,34.8,52.0
FRA,France,2018,42127.07,11.29,24.6,49.4
FRA,France,2018,42127.07,11.29,24.6,56.1
FRA,France,2018,42127.07,11.29,24.6,52.1
FRA,France,2018,42127.07,11.29,29.4,49.4
FRA,France,2018,42127.07,11.29,29.4,56.1
FRA,France,2018,42127.07,11.29,29.4,52.1
FRA,France,2018,42127.07,11.29,34.4,49.4
FRA,France,2018,42127.07,11.29,34.4,56.1
FRA,France,2018,42127.07,11.29,34.4,52.1
FRA,France,2019,43280.7,11.33,29.1,52.3
FRA,France,2019,43280.7,11.33,29.1,55.7
FRA,France,2019,43280.7,11.33,29.1,49.9
FRA,France,2019,43280.7,11.33,34.1,52.3
FRA,France,2019,43280.7,11.33,34.1,55.7
FRA,France,2019,43280.7,11.33,34.1,49.9
FRA,France,2019,43280.7,11.33,24.4,52.3
FRA,France,2019,43280.7,11.33,24.4,55.7
FRA,France,2019,43280.7,11.33,24.4,49.9
FRA,France,2020,41628.42,11.23,,
FRA,France,2021,42067.66,11.43,,
FRA,France,2022,43099.64,11.47,,
FRA,France,2023,42761.11,11.42,,
FRA,France,2024,43785.5,11.38,,
GBR,United Kingdom,2015,46280.34,10.09,24.2,50.0
GBR,United Kingdom,2015,46280.34,10.09,24.2,46.1
GBR,United Kingdom,2015,46280.34,10.09,24.2,47.8
GBR,United Kingdom,2015,46280.34,10.09,31.0,50.0
GBR,United Kingdom,2015,46280.34,10.09,31.0,46.1
GBR,United Kingdom,2015,46280.34,10.09,31.0,47.8
GBR,United Kingdom,2015,46280.34,10.09,27.6,50.0
GBR,United Kingdom,2015,46280.34,10.09,27.6,46.1
GBR,United Kingdom,2015,46280.34,10.09,27.6,47.8
GBR,United Kingdom,2016,46843.75,10.31,27.3,47.9
GBR,United Kingdom,2016,46843.75,10.31,27.3,49.6
GBR,United Kingdom,2016,46843.75,10.31,27.3,46.5
GBR,United Kingdom,2016,46843.75,10.31,30.7,47.9
GBR,United Kingdom,2016,46843.75,10.31,30.7,49.6
GBR,United Kingdom,2016,46843.75,10.31,30.7,46.5
GBR,United Kingdom,2016,46843.75,10.31,23.9,47.9
GBR,United Kingdom,2016,46843.75,10.31,23.9,49.6
GBR,United Kingdom,2016,46843.75,10.31,23.9,46.5
GBR,United Kingdom,2017,44511.71,10.09,27.0,47.8
GBR,United Kingdom,2017,44511.71,10.09,27.0,49.0
GBR,United Kingdom,2017,44511.71,10.09,27.0,46.8
GBR,United Kingdom,2017,44511.71,10.09,23.6,47.8
GBR,United Kingdom,2017,44511.71,10.09,23.6,49.0
GBR,United Kingdom,2017,44511.71,10.09,23.6,46.8
GBR,United Kingdom,2017,44511.71,10.09,30.4,47.8
GBR,United Kingdom,2017,44511.71,10.09,30.4,49.0
GBR,United Kingdom,2017,44511.71,10.09,30.4,46.8
GBR,United Kingdom,2018,46577.61,10.2,23.3,48.5
GBR,United Kingdom,2018,46577.61,10.2,23.3,47.7
GBR,United Kingdom,2018,46577.61,10.2,23.3,47.1
GBR,United Kingdom,2018,46577.61,10.2,26.7,48.5
GBR,United Kingdom,2018,46577.61,10.2,26.7,47.7
GBR,United Kingdom,2018,46577.61,10.2,26.7,47.1
GBR,United Kingdom,2018,46577.61,10.2,30.2,48.5
GBR,United Kingdom,2018,46577.61,10.2,30.2,47.7
GBR,United Kingdom,2018,46577.61,10.2,30.2,47.1
GBR,United Kingdom,2019,46597.88,10.16,23.0,47.5
GBR,United Kingdom,2019,46597.88,10.16,23.0,47.4
GBR,United Kingdom,2019,46597.88,10.16,23.0,47.9
GBR,United Kingdom,2019,46597.88,10.16,26.4,47.5
GBR,United Kingdom,2019,46597.88,10.16,26.4,47.4
GBR,United Kingdom,2019,46597.88,10.16,26.4,47.9
GBR,United Kingdom,2019,46597.88,10.16,29.9,47.5
GBR,United Kingdom,2019,46597.88,10.16,29.9,47.4
GBR,United Kingdom,2019,46597.88,10.16,29.9,47.9
GBR,United Kingdom,2020,47575.71,10.34,,
GBR,United Kingdom,2021,46980.75,10.38,,
GBR,United Kingdom,2022,47503.44,10.19,,
GBR,United Kingdom,2023,47565.92,10.19,,
GBR,United Kingdom,2024,48188.17,10.3,,
IDN,Indonesia,2015,4102.95,2.91,37.9,13.8
IDN,Indonesia,2015,4102.95,2.91,37.9,20.0
IDN,Indonesia,2015,4102.95,2.91,37.9,17.2
IDN,Indonesia,2015,4102.95,2.91,34.5,13.8
IDN,Indonesia,2015,4102.95,2.91,34.5,20.0
IDN,Indonesia,2015,4102.95,2.91,34.5,17.2
IDN,Indonesia,2015,4102.95,2.91,41.1,13.8
IDN,Indonesia,2015,4102.95,2.91,41.1,20.0
IDN,Indonesia,2015,4102.95,2.91,41.1,17.2
IDN,Indonesia,2016,4320.53,2.92,38.4,14.2
IDN,Indonesia,2016,4320.53,2.92,38.4,20.4
IDN,Indonesia,2016,4320.53,2.92,38.4,17.6
IDN,Indonesia,2016,4320.53,2.92,41.9,14.2
IDN,Indonesia,2016,4320.53,2.92,41.9,20.4
IDN,Indonesia,2016,4320.53,2.92,41.9,17.6
IDN,Indonesia,2016,4320.53,2.92,34.8,14.2
IDN,Indonesia,2016,4320.53,2.92,34.8,20.4
IDN,Indonesia,2016,4320.53,2.92,34.8,17.6
IDN,Indonesia,2017,4467.66,2.85,39.0,17.9
IDN,Indonesia,2017,4467.66,2.85,39.0,14.6
IDN,Indonesia,2017,4467.66,2.85,39.0,20.7
IDN,Indonesia,2017,4467.66,2.85,35.2,17.9
IDN,Indonesia,2017,4467.66,2.85,35.2,14.6
IDN,Indonesia,2017,4467.66,2.85,35.2,20.7
IDN,Indonesia,2017,4467.66,2.85,42.8,17.9
IDN,Indonesia,2017,4467.66,2.85,42.8,14.6
IDN,Indonesia,2017,4467.66,2.85,42.8,20.7
IDN,Indonesia,2018,4292.17,2.93,43.6,15.0
IDN,Indonesia,2018,4292.17,2.93,43.6,18.3
IDN,Indonesia,2018,4292.17,2.93,43.6,21.0
IDN,Indonesia,2018,4292.17,2.93,39.6,15.0
IDN,Indonesia,2018,4292.17,2.93,39.6,18.3
IDN,Indonesia,2018,4292.17,2.93,39.6,21.0
IDN,Indonesia,2018,4292.17,2.93,35.5,15.0
IDN,Indonesia,2018,4292.17,2.93,35.5,18.3
IDN,Indonesia,2018,4292.17,2.93,35.5,21.0
IDN,Indonesia,2019,4221.32,2.96,40.3,15.4
IDN,Indonesia,2019,4221.32,2.96,40.3,21.4
IDN,Indonesia,2019,4221.32,2.96,40.3,18.7
IDN,Indonesia,2019,4221.32,2.96,35.9,15.4
IDN,Indonesia,2019,4221.32,2.96,35.9,21.4
IDN,Indonesia,2019,4221.32,2.96,35.9,18.7
IDN,Indonesia,2019,4221.32,2.96,44.5,15.4
IDN,Indonesia,2019,4221.32,2.96,44.5,21.4
IDN,Indonesia,2019,4221.32,2.96,44.5,18.7
IDN,Indonesia,2020,4403.35,2.94,,
IDN,Indonesia,2021,4336.9,2.94,,
IDN,Indonesia,2022,4492.22,2.93,,
IDN,Indonesia,2023,4434.83,2.93,,
IDN,Indonesia,2024,4354.75,2.92,,
IND,India,2015,2132.86,3.29,31.0,26.6
IND,India,2015,2132.86,3.29,31.0,31.0
IND,India,2015,2132.86,3.29,31.0,22.4
IND,India,2015,2132.86,3.29,31.6,26.6
IND,India,2015,2132.86,3.29,31.6,31.0
IND,India,2015,2132.86,3.29,31.6,22.4
IND,India,2015,2132.86,3.29,31.4,26.6
IND,India,2015,2132.86,3.29,31.4,31.0
IND,India,2015,2132.86,3.29,31.4,22.4
IND,India,2016,2156.19,3.33,31.3,27.4
IND,India,2016,2156.19,3.33,31.3,32.1
IND,India,2016,2156.19,3.33,31.3,23.1
IND,India,2016,2156.19,3.33,31.6,27.4
IND,India,2016,2156.19,3.33,31.6,32.1
IND,India,2016,2156.19,3.33,31.6,23.1
IND,India,2016,2156.19,3.33,30.8,27.4
IND,India,2016,2156.19,3.33,30.8,32.1
IND,India,2016,2156.19,3.33,30.8,23.1
IND,India,2017,2190.47,3.33,31.2,23.8
IND,India,2017,2190.47,3.33,31.2,33.1
IND,India,2017,2190.47,3.33,31.2,28.3
IND,India,2017,2190.47,3.33,31.6,23.8
IND,India,2017,2190.47,3.33,31.6,33.1
IND,India,2017,2190.47,3.33,31.6,28.3
IND,India,2017,2190.47,3.33,30.7,23.8
IND,India,2017,2190.47,3.33,30.7,33.1
IND,India,2017,2190.47,3.33,30.7,28.3
IND,India,2018,2054.97,3.31,30.6,24.4
IND,India,2018,2054.97,3.31,30.6,29.1
IND,India,2018,2054.97,3.31,30.6,34.1
IND,India,2018,2054.97,3.31,31.2,24.4
IND,India,2018,2054.97,3.31,31.2,29.1
IND,India,2018,2054.97,3.31,31.2,34.1
IND,India,2018,2054.97,3.31,31.6,24.4
IND,India,2018,2054.97,3.31,31.6,29.1
IND,India,2018,2054.97,3.31,31.6,34.1
IND,India,2019,2078.78,3.3,31.1,29.9
IND,India,2019,2078.78,3.3,31.1,35.1
IND,India,2019,2078.78,3.3,31.1,25.1
IND,India,2019,2078.78,3.3,30.5,29.9
IND,India,2019,2078.78,3.3,30.5,35.1
IND,India,2019,2078.78,3.3,30.5,25.1
IND,India,2019,2078.78,3.3,31.6,29.9
IND,India,2019,2078.78,3.3,31.6,35.1
IND,India,2019,2078.78,3.3,31.6,25.1
IND,India,2020,2198.47,3.34,,
IND,India,2021,2112.64,3.29,,
IND,India,2022,2150.38,3.29,,
IND,India,2023,2127.81,3.34,,
IND,India,2024,2211.52,3.35,,
ITA,Italy,2015,34281.8,8.61,35.6,51.9
ITA,Italy,2015,34281.8,8.61,35.6,57.8
ITA,Italy,2015,34281.8,8.61,35.6,47.6
ITA,Italy,2015,34281.8,8.61,41.1,51.9
ITA,Italy,2015,34281.8,8.61,41.1,57.8
ITA,Italy,2015,34281.8,8.61,41.1,47.6
ITA,Italy,2015,34281.8,8.61,30.1,51.9
ITA,Italy,2015,34281.8,8.61,30.1,57.8
ITA,Italy,2015,34281.8,8.61,30.1,47.6
ITA,Italy,2016,32663.54,8.73,40.6,57.9
ITA,Italy,2016,32663.54,8.73,40.6,52.5
ITA,Italy,2016,32663.54,8.73,40.6,48.5
ITA,Italy,2016,32663.54,8.73,35.1,57.9
ITA,Italy,2016,32663.54,8.73,35.1,52.5
ITA,Italy,2016,32663.54,8.73,35.1,48.5
ITA,Italy,2016,32663.54,8.73,29.7,57.9
ITA,Italy,2016,32663.54,8.73,29.7,52.5
ITA,Italy,2016,32663.54,8.73,29.7,48.5
ITA,Italy,2017,33673.87,8.68,34.7,53.0
ITA,Italy,2017,33673.87,8.68,34.7,57.9
ITA,Italy,2017,33673.87,8.68,34.7,49.4
ITA,Italy,2017,33673.87,8.68,40.1,53.0
ITA,Italy,2017,33673.87,8.68,40.1,57.9
ITA,Italy,2017,33673.87,8.68,40.1,49.4
ITA,Italy,2017,33673.87,8.68,29.3,53.0
ITA,Italy,2017,33673.87,8.68,29.3,57.9
ITA,Italy,2017,33673.87,8.68,29.3,49.4
ITA,Italy,2018,33923.77,8.72,29.0,57.9
ITA,Italy,2018,33923.77,8.72,29.0,53.4
ITA,Italy,2018,33923.77,8.72,29.0,50.2
ITA,Italy,2018,33923.77,8.72,34.2,57.9
ITA,Italy,2018,33923.77,8.72,34.2,53.4
ITA,Italy,2018,33923.77,8.72,34.2,50.2
ITA,Italy,2018,33923.77,8.72,39.6,57.9
ITA,Italy,2018,33923.77,8.72,39.6,53.4
ITA,Italy,2018,33923.77,8.72,39.6,50.2
ITA,Italy,2019,35178.2,8.75,33.8,58.0
ITA,Italy,2019,35178.2,8.75,33.8,53.9
ITA,Italy,2019,35178.2,8.75,33.8,51.0
ITA,Italy,2019,35178.2,8.75,28.6,58.0
ITA,Italy,2019,35178.2,8.75,28.6,53.9
ITA,Italy,2019,35178.2,8.75,28.6,51.0
ITA,Italy,2019,35178.2,8.75,39.1,58.0
ITA,Italy,2019,35178.2,8.75,39.1,53.9
ITA,Italy,2019,35178.2,8.75,39.1,51.0
ITA,Italy,2020,34458.79,8.66,,
ITA,Italy,2021,33541.22,8.72,,
ITA,Italy,2022,34756.76,8.92,,
ITA,Italy,2023,34995.25,8.86,,
ITA,Italy,2024,34680.48,8.68,,
JPN,Japan,2015,40365.42,10.83,40.0,50.8
JPN,Japan,2015,40365.42,10.83,40.0,46.3
JPN,Japan,2015,40365.42,10.83,40.0,43.7
JPN,Japan,2015,40365.42,10.83,31.9,50.8
JPN,Japan,2015,40365.42,10.83,31.9,46.3
JPN,Japan,2015,40365.42,10.83,31.9,43.7
JPN,Japan,2015,40365.42,10.83,23.7,50.8
JPN,Japan,2015,40365.42,10.83,23.7,46.3
JPN,Japan,2015,40365.42,10.83,23.7,43.7
JPN,Japan,2016,39842.89,10.87,23.4,46.7
JPN,Japan,2016,39842.89,10.87,23.4,44.3
JPN,Japan,2016,39842.89,10.87,23.4,51.0
JPN,Japan,2016,39842.89,10.87,31.8,46.7
JPN,Japan,2016,39842.89,10.87,31.8,44.3
JPN,Japan,2016,39842.89,10.87,31.8,51.0
JPN,Japan,2016,39842.89,10.87,40.1,46.7
JPN,Japan,2016,39842.89,10.87,40.1,44.3
JPN,Japan,2016,39842.89,10.87,40.1,51.0
JPN,Japan,2017,39309.99,10.98,23.1,51.0
JPN,Japan,2017,39309.99,10.98,23.1,44.9
JPN,Japan,2017,39309.99,10.98,23.1,47.0
JPN,Japan,2017,39309.99,10.98,31.7,51.0
JPN,Japan,2017,39309.99,10.98,31.7,44.9
JPN,Japan,2017,39309.99,10.98,31.7,47.0
JPN,Japan,2017,39309.99,10.98,40.2,51.0
JPN,Japan,2017,39309.99,10.98,40.2,44.9
JPN,Japan,2017,39309.99,10.98,40.2,47.0
JPN,Japan,2018,40024.48,10.94,31.6,51.1
JPN,Japan,2018,40024.48,10.94,31.6,45.4
JPN,Japan,2018,40024.48,10.94,31.6,47.3
JPN,Japan,2018,40024.48,10.94,40.2,51.1
JPN,Japan,2018,40024.48,10.94,40.2,45.4
JPN,Japan,2018,40024.48,10.94,40.2,47.3
JPN,Japan,2018,40024.48,10.94,22.8,51.1
JPN,Japan,2018,40024.48,10.94,22.8,45.4
JPN,Japan,2018,40024.48,10.94,22.8,47.3
JPN,Japan,2019,40917.93,11.0,40.3,47.7
JPN,Japan,2019,40917.93,11.0,40.3,51.2
JPN,Japan,2019,40917.93,11.0,40.3,45.9
JPN,Japan,2019,40917.93,11.0,31.4,47.7
JPN,Japan,2019,40917.93,11.0,31.4,51.2
JPN,Japan,2019,40917.93,11.0,31.4,45.9
JPN,Japan,2019,40917.93,11.0,22.5,47.7
JPN,Japan,2019,40917.93,11.0,22.5,51.2
JPN,Japan,2019,40917.93,11.0,22.5,45.9
JPN,Japan,2020,41198.97,10.95,,
JPN,Japan,2021,40461.36,10.96,,
JPN,Japan,2022,39583.47,10.83,,
JPN,Japan,2023,40008.51,10.89,,
JPN,Japan,2024,41519.82,10.91,,
KEN,Kenya,2015,1793.19,4.62,33.7,18.1
KEN,Kenya,2015,1793.19,4.62,33.7,13.7
KEN,Kenya,2015,1793.19,4.62,33.7,8.4
KEN,Kenya,2015,1793.19,4.62,35.2,18.1
KEN,Kenya,2015,1793.19,4.62,35.2,13.7
KEN,Kenya,2015,1793.19,4.62,35.2,8.4
KEN,Kenya,2015,1793.19,4.62,36.4,18.1
KEN,Kenya,2015,1793.19,4.62,36.4,13.7
KEN,Kenya,2015,1793.19,4.62,36.4,8.4
KEN,Kenya,2016,1819.03,4.67,36.0,18.7
KEN,Kenya,2016,1819.03,4.67,36.0,8.8
KEN,Kenya,2016,1819.03,4.67,36.0,14.2
KEN,Kenya,2016,1819.03,4.67,33.1,18.7
KEN,Kenya,2016,1819.03,4.67,33.1,8.8
KEN,Kenya,2016,1819.03,4.67,33.1,14.2
KEN,Kenya,2016,1819.03,4.67,34.7,18.7
KEN,Kenya,2016,1819.03,4.67,34.7,8.8
KEN,Kenya,2016,1819.03,4.67,34.7,14.2
KEN,Kenya,2017,1799.66,4.54,32.5,19.2
KEN,Kenya,2017,1799.66,4.54,32.5,14.7
KEN,Kenya,2017,1799.66,4.54,32.5,9.1
KEN,Kenya,2017,1799.66,4.54,34.2,19.2
KEN,Kenya,2017,1799.66,4.54,34.2,14.7
KEN,Kenya,2017,1799.66,4.54,34.2,9.1
KEN,Kenya,2017,1799.66,4.54,35.5,19.2
KEN,Kenya,2017,1799.66,4.54,35.5,14.7
KEN,Kenya,2017,1799.66,4.54,35.5,9.1
KEN,Kenya,2018,1856.42,4.6,33.7,9.5
KEN,Kenya,2018,1856.42,4.6,33.7,15.2
KEN,Kenya,2018,1856.42,4.6,33.7,19.9
KEN,Kenya,2018,1856.42,4.6,32.0,9.5
KEN,Kenya,2018,1856.42,4.6,32.0,15.2
KEN,Kenya,2018,1856.42,4.6,32.0,19.9
KEN,Kenya,2018,1856.42,4.6,35.1,9.5
KEN,Kenya,2018,1856.42,4.6,35.1,15.2
KEN,Kenya,2018,1856.42,4.6,35.1,19.9
KEN,Kenya,2019,1864.13,4.64,31.4,20.5
KEN,Kenya,2019,1864.13,4.64,31.4,15.8
KEN,Kenya,2019,1864.13,4.64,31.4,9.9
KEN,Kenya,2019,1864.13,4.64,33.2,20.5
KEN,Kenya,2019,1864.13,4.64,33.2,15.8
KEN,Kenya,2019,1864.13,4.64,33.2,9.9
KEN,Kenya,2019,1864.13,4.64,34.7,20.5
KEN,Kenya,2019,1864.13,4.64,34.7,15.8
KEN,Kenya,2019,1864.13,4.64,34.7,9.9
KEN,Kenya,2020,1825.28,4.64,,
KEN,Kenya,2021,1906.24,4.73,,
KEN,Kenya,2022,1844.5,4.64,,
KEN,Kenya,2023,1886.74,4.6,,
KEN,Kenya,2024,1865.99,4.64,,
KOR,"Korea, Rep.",2015,32835.84,8.42,27.2,67.6
KOR,"Korea, Rep.",2015,32835.84,8.42,27.2,62.3
KOR,"Korea, Rep.",2015,32835.84,8.42,27.2,75.4
KOR,"Korea, Rep.",2015,32835.84,8.42,31.9,67.6
KOR,"Korea, Rep.",2015,32835.84,8.42,31.9,62.3
KOR,"Korea, Rep.",2015,32835.84,8.42,31.9,75.4
KOR,"Korea, Rep.",2015,32835.84,8.42,22.3,67.6
KOR,"Korea, Rep.",2015,32835.84,8.42,22.3,62.3
KOR,"Korea, Rep.",2015,32835.84,8.42,22.3,75.4
KOR,"Korea, Rep.",2016,31843.67,8.5,31.9,76.0
KOR,"Korea, Rep.",2016,31843.67,8.5,31.9,63.6
KOR,"Korea, Rep.",2016,31843.67,8.5,31.9,68.5
KOR,"Korea, Rep.",2016,31843.67,8.5,22.0,76.0
KOR,"Korea, Rep.",2016,31843.67,8.5,22.0,63.6
KOR,"Korea, Rep.",2016,31843.67,8.5,22.0,68.5
KOR,"Korea, Rep.",2016,31843.67,8.5,27.1,76.0
KOR,"Korea, Rep.",2016,31843.67,8.5,27.1,63.6
KOR,"Korea, Rep.",2016,31843.67,8.5,27.1,68.5
KOR,"Korea, Rep.",2017,32487.74,8.55,27.0,69.4
KOR,"Korea, Rep.",2017,32487.74,8.55,27.0,64.8
KOR,"Korea, Rep.",2017,32487.74,8.55,27.0,76.5
KOR,"Korea, Rep.",2017,32487.74,8.55,21.7,69.4
KOR,"Korea, Rep.",2017,32487.74,8.55,21.7,64.8
KOR,"Korea, Rep.",2017,32487.74,8.55,21.7,76.5
KOR,"Korea, Rep.",2017,32487.74,8.55,31.9,69.4
KOR,"Korea, Rep.",2017,32487.74,8.55,31.9,64.8
KOR,"Korea, Rep.",2017,32487.74,8.55,31.9,76.5
KOR,"Korea, Rep.",2018,32437.27,8.33,31.9,70.3
KOR,"Korea, Rep.",2018,32437.27,8.33,31.9,66.0
